size_m2,num_bedrooms,num_bathrooms,distance_school,public_transport_access,property_tax,date_built,city,price
10000.0,2.7890287819860253,2.5692104385062513,4.148195023376652,5.793162736877935,1244.341795267075,1988-01-01,Paris,629535.4864105921
0.0,2.6514130374461358,2.1562538330085146,2.7340707193070624,2.485034679750684,-558.75351064253,2014-01-01,Lyon,682734.1101174715
-50.0,3.4763312798373076,2.8221020615641215,0.5637549665092711,1.1403119295650375,230.5582723561372,1998-01-01,Lyon,705054.8552034205
226.15149282040127,4.121891221797216,3.441496022126999,8.647223762550531,8.958473917094068,2114.87734945359,1962-01-01,Marseille,550261.27134446
138.2923312638332,2.6852037694436595,1.700070858749056,8.129010091300776,11.207890899756013,886.5088953702343,1991-01-01,Toulouse,510619.23521281255
138.29315215254098,2.967888471458089,1.7880514513389896,9.997176732861305,11.116751644295881,2571.3123681757256,1969-01-01,Lyon,416916.1482965504
228.96064077536957,5.522305766112656,3.3738733502327256,9.966368370739055,9.838450779258288,2162.521877895018,1969-01-01,Toulouse,627688.6239294959
188.37173645764545,3.8547236355688286,2.793781996720234,5.5543170560262745,4.598776615425849,903.2194542548541,1978-01-01,Marseille,538809.5374680245
126.5262807032524,2.6593008094264303,1.9105278330219582,7.689874151805105,6.0834278315475325,1854.3657634141634,2005-01-01,Marseille,580871.7397883455
177.12800217929822,3.505337085702881,3.300946329263776,9.44765729882428,9.651120934691503,3024.877888667054,1993-01-01,Paris,689673.0928010575
126.82911535937689,1.577196699538017,1.926022607272589,8.496473906774115,7.740123161489812,1790.2279088840705,2019-01-01,Lyon,674484.7545077703
126.71351232148716,2.5210133087051347,2.037306161200222,2.4734810174319763,1.0512273078343022,618.8064966365633,1992-01-01,Toulouse,516911.1440593712
162.0981135783017,3.272077376536547,2.506487689531522,4.505441353100935,3.8588684688584087,671.407820850065,1982-01-01,Paris,605477.2294179817
54.33598776711011,2.3183408115848456,0.9065066469341612,1.2915941515149498,0.21004614790055487,-166.60335442940595,2014-01-01,Lyon,519377.62954555475
63.75410837434836,1.178901685096406,0.8477191278483361,9.540510272587223,11.227651907659787,2323.2699627895677,1987-01-01,Paris,414188.56276553404
121.88562353795136,2.5884861419258334,1.8930170374979587,6.0617463445088005,6.943386101458251,784.3073559473264,1991-01-01,Marseille,476220.3216277999
99.35844398327882,1.9698129948129548,1.2648412997107545,2.2864280550346274,2.27845541371801,493.0687296166217,2009-01-01,Lyon,576172.8077382725
165.7123666297637,2.729908313785508,2.319955801934337,6.7170068440585675,8.196950982948593,1104.5726454291553,1966-01-01,Paris,487078.127680988
104.59879622393944,2.663387331736299,1.3971958079190285,6.181282404578958,6.258650712226577,1475.7463937889875,1988-01-01,Paris,501492.35927836294
79.38481493323543,1.963662815008096,1.1504436126377706,3.5816271803284048,,883.1564887091552,1967-01-01,Toulouse,235006.9458303003
223.28243844607772,4.861164742443078,3.652680833992955,1.1355759219962902,2.6586999992659477,745.8851565282076,1960-01-01,Paris,606337.8902883842
138.7111849756732,,1.6081353182769818,6.715731955927996,7.254641999612655,1088.1381917582257,2016-01-01,Lyon,701385.8927274615
153.3764102343962,3.7689253601559733,2.3283436128519908,5.2030770090379335,4.165830854711477,905.6779341609011,2014-01-01,Lyon,710704.4093084986
78.76259068932715,,0.8026366927524575,7.723183917356393,7.532845239272785,1055.254925580125,1962-01-01,Toulouse,234537.2832582872
122.78086377374086,2.7490458223749523,1.6596259664669828,5.201635011119934,4.326016757735177,818.1803721859309,1983-01-01,Lyon,444208.8458729731
155.5461294854933,4.206150402614855,2.4398776834719493,8.5218150031854,7.139015272221064,1893.0132471595064,1982-01-01,Marseille,485389.0122091561
92.45032112888487,1.3537382600123533,1.3335748770888765,5.519068387744856,6.445245935276497,1482.307985871647,2018-01-01,Lyon,620268.8413446057
168.7849009172836,3.092549153544286,2.1956639146610475,5.609379715353863,7.518796355823993,660.7932809819599,2020-01-01,Lyon,801893.8585665572
119.96806550405975,2.449186992625016,1.57076876534886,8.76653602658345,7.367968452764309,2188.11016536952,1967-01-01,Paris,411476.54739820363
135.41531251033615,2.4565684231486236,2.0704240142203085,4.034828662123971,4.597797898814542,1484.7846618272697,2013-01-01,Paris,722526.6115512066
119.91466938853016,1.6229616722375366,1.5669933792070034,1.3401522845064073,0.6895097153845804,474.7479085131319,2016-01-01,Lyon,644349.9670761534
242.6139092254469,4.886559671911952,3.5092047068513508,0.28782676313338973,-0.19929862063130632,995.963258905711,2006-01-01,Toulouse,828221.9653951075
149.3251387631033,2.4553509183990134,2.1423306360250955,7.55137255673619,,1123.3799117954516,1996-01-01,Paris,637858.5229622719
